tanggal,nama_stasiun,penumpang_berangkat_komuter,penumpang_datang_komuter
2026-03-21,CITERAS,66,55
2026-03-21,CITERAS,104,192
2026-03-21,CITERAS,126,182
2026-03-21,CITERAS,69,142
2026-03-21,CITERAS,29,51
2026-03-21,CISAUK,943,484
2026-03-21,CISAUK,1040,773
2026-03-21,CISAUK,833,640
2026-03-21,CISAUK,362,264
2026-03-21,CISAUK,454,959
2026-03-21,CISAUK,656,1150
2026-03-21,CISAUK,312,587
2026-03-21,CISAUK,141,310
2026-03-21,CIKOYA,171,94
2026-03-21,CIKOYA,198,118
2026-03-21,CIKOYA,121,124
2026-03-21,CIKOYA,56,51
2026-03-21,CIKOYA,70,141
2026-03-21,CIKOYA,96,190
2026-03-21,CIKOYA,55,103
2026-03-21,CIKOYA,21,39
2026-03-21,CILEJIT,219,152
2026-03-21,CILEJIT,303,198
2026-03-21,CILEJIT,169,198
2026-03-21,CILEJIT,68,67
2026-03-21,CILEJIT,135,250
2026-03-21,CILEJIT,141,255
2026-03-21,CILEJIT,71,184
2026-03-21,CILEJIT,28,62
2026-03-21,CICAYUR,237,113
2026-03-21,CICAYUR,295,172
2026-03-21,CICAYUR,204,155
2026-03-21,CICAYUR,84,64
2026-03-21,CICAYUR,113,207
2026-03-21,CICAYUR,133,254
2026-03-21,CICAYUR,71,141
2026-03-21,CICAYUR,32,52
2026-03-20,TIGARAKSA,501,214
2026-03-20,TIGARAKSA,553,397
2026-03-20,TIGARAKSA,343,278
2026-03-20,TIGARAKSA,162,108
2026-03-20,TIGARAKSA,231,380
2026-03-20,TIGARAKSA,280,447
2026-03-20,TIGARAKSA,168,304
2026-03-20,TIGARAKSA,66,104
2026-03-20,TANAHABANG,2734,1270
2026-03-20,TANAHABANG,2906,1678
2026-03-20,TANAHABANG,2098,1713
2026-03-20,TANAHABANG,821,615
2026-03-20,TANAHABANG,1409,2337
2026-03-20,TANAHABANG,1559,2732
2026-03-20,TANAHABANG,942,1503
2026-03-20,TANAHABANG,366,677
2026-03-20,TENJO,360,198
2026-03-20,TENJO,423,366
2026-03-20,TENJO,224,323
2026-03-20,TENJO,113,103
2026-03-20,TENJO,150,444
2026-03-20,TENJO,237,483
2026-03-20,TENJO,108,255
2026-03-20,TENJO,38,128
2026-03-20,SERPONG,440,220
2026-03-20,SERPONG,510,300
2026-03-20,SERPONG,435,291
2026-03-20,SERPONG,151,96
2026-03-20,SERPONG,264,387
2026-03-20,SERPONG,323,357
2026-03-20,SERPONG,175,255
2026-03-20,SERPONG,62,117
2026-03-20,SUDIMARA,919,404
2026-03-20,SUDIMARA,1292,694
2026-03-20,SUDIMARA,720,564
2026-03-20,SUDIMARA,354,250
2026-03-20,SUDIMARA,564,864
2026-03-20,SUDIMARA,680,758
2026-03-20,SUDIMARA,330,606
2026-03-20,SUDIMARA,130,250
2026-03-20,RAWA BUNTU,774,431
2026-03-20,RAWA BUNTU,1183,547
2026-03-20,RAWA BUNTU,604,502
2026-03-20,RAWA BUNTU,279,174
2026-03-20,RAWA BUNTU,523,756
2026-03-20,RAWA BUNTU,639,825
2026-03-20,RAWA BUNTU,298,456
2026-03-20,RAWA BUNTU,108,171
2026-03-20,RANGKASBITUNG,783,896
2026-03-20,RANGKASBITUNG,1040,1365
2026-03-20,RANGKASBITUNG,689,1271
2026-03-20,RANGKASBITUNG,262,436
2026-03-20,RANGKASBITUNG,535,1638
2026-03-20,RANGKASBITUNG,645,2093
2026-03-20,RANGKASBITUNG,339,1393
2026-03-20,RANGKASBITUNG,114,559
2026-03-20,PARUNGPANJANG,863,512
2026-03-20,PARUNGPANJANG,999,688
2026-03-20,PARUNGPANJANG,876,536
2026-03-20,PARUNGPANJANG,326,266
2026-03-20,PARUNGPANJANG,473,828
2026-03-20,PARUNGPANJANG,590,1096
2026-03-20,PARUNGPANJANG,302,687
2026-03-20,PARUNGPANJANG,149,263
2026-03-20,PALMERAH,817,497
2026-03-20,PALMERAH,936,660
2026-03-20,PALMERAH,710,578
2026-03-20,PALMERAH,297,229
2026-03-20,PALMERAH,447,886
2026-03-20,PALMERAH,634,802
2026-03-20,PALMERAH,298,625
2026-03-20,PALMERAH,126,217
2026-03-20,PONDOKRANJI,583,286
2026-03-20,PONDOKRANJI,831,471
2026-03-20,PONDOKRANJI,456,364
2026-03-20,PONDOKRANJI,215,143
2026-03-20,PONDOKRANJI,345,537
2026-03-20,PONDOKRANJI,473,654
2026-03-20,PONDOKRANJI,198,416
2026-03-20,PONDOKRANJI,99,137
2026-03-20,MAJA,339,190
2026-03-20,MAJA,369,279
2026-03-20,MAJA,250,256
2026-03-20,MAJA,135,112
2026-03-20,MAJA,217,377
2026-03-20,MAJA,254,470
2026-03-20,MAJA,115,282
2026-03-20,MAJA,46,100
2026-03-20,KEBAYORAN,1207,606
2026-03-20,KEBAYORAN,1456,875
2026-03-20,KEBAYORAN,1085,682
2026-03-20,KEBAYORAN,503,269
2026-03-20,KEBAYORAN,649,878
2026-03-20,KEBAYORAN,970,1310
2026-03-20,KEBAYORAN,402,674
2026-03-20,KEBAYORAN,157,327
2026-03-20,JATAKE,90,40
2026-03-20,JATAKE,97,62
2026-03-20,JATAKE,64,47
2026-03-20,JATAKE,25,19
2026-03-20,JATAKE,41,68
2026-03-20,JATAKE,52,74
2026-03-20,JATAKE,28,47
2026-03-20,JATAKE,11,17
2026-03-20,JURANGMANGU,905,378
2026-03-20,JURANGMANGU,934,664
2026-03-20,JURANGMANGU,653,449
2026-03-20,JURANGMANGU,242,199
2026-03-20,JURANGMANGU,439,660
2026-03-20,JURANGMANGU,531,933
2026-03-20,JURANGMANGU,277,565
2026-03-20,JURANGMANGU,123,201
2026-03-20,DARU,333,166
2026-03-20,DARU,376,226
2026-03-20,DARU,250,180
2026-03-20,DARU,99,80
2026-03-20,DARU,169,262
2026-03-20,DARU,186,294
2026-03-20,DARU,107,186
2026-03-20,DARU,39,83
2026-03-20,CITERAS,113,59
2026-03-20,CITERAS,123,103
2026-03-20,CITERAS,91,76
2026-03-20,CITERAS,38,33
2026-03-20,CITERAS,49,120
2026-03-20,CITERAS,78,141
2026-03-20,CITERAS,33,84
2026-03-20,CITERAS,15,34
2026-03-20,CISAUK,814,345
2026-03-20,CISAUK,886,598
2026-03-20,CISAUK,596,470
2026-03-20,CISAUK,263,168
2026-03-20,CISAUK,442,653
2026-03-20,CISAUK,464,830
2026-03-20,CISAUK,294,415
2026-03-20,CISAUK,116,168
2026-03-20,CIKOYA,94,50
2026-03-20,CIKOYA,89,64
2026-03-20,CIKOYA,77,54
2026-03-20,CIKOYA,32,19
2026-03-20,CIKOYA,51,85
2026-03-20,CIKOYA,61,92
2026-03-20,CIKOYA,26,56
2026-03-20,CIKOYA,10,22
2026-03-20,CILEJIT,184,85
2026-03-20,CILEJIT,214,115
2026-03-20,CILEJIT,162,120
2026-03-20,CILEJIT,56,45
2026-03-20,CILEJIT,90,164
2026-03-20,CILEJIT,112,152
2026-03-20,CILEJIT,61,107
2026-03-20,CILEJIT,25,39
2026-03-20,CICAYUR,154,67
2026-03-20,CICAYUR,180,105
2026-03-20,CICAYUR,150,84
2026-03-20,CICAYUR,61,34
2026-03-20,CICAYUR,97,134
2026-03-20,CICAYUR,124,134
2026-03-20,CICAYUR,47,106
2026-03-20,CICAYUR,23,41
2026-03-19,TIGARAKSA,550,318
2026-03-19,TIGARAKSA,728,429
2026-03-19,TIGARAKSA,497,461
2026-03-19,TIGARAKSA,228,157
2026-03-19,TIGARAKSA,367,603
2026-03-19,TIGARAKSA,466,681
2026-03-19,TIGARAKSA,223,456
2026-03-19,TIGARAKSA,87,174
2026-03-19,TANAHABANG,5582,2486
2026-03-19,TANAHABANG,6118,3594
2026-03-19,TANAHABANG,3943,3168
2026-03-19,TANAHABANG,1741,1031
2026-03-19,TANAHABANG,2563,4755
2026-03-19,TANAHABANG,3310,5337
2026-03-19,TANAHABANG,1931,2902
2026-03-19,TANAHABANG,661,1297
2026-03-19,TENJO,441,343
2026-03-19,TENJO,556,494
2026-03-19,TENJO,413,498
2026-03-19,TENJO,178,186
2026-03-19,TENJO,289,693
2026-03-19,TENJO,291,772
2026-03-19,TENJO,152,424
2026-03-19,TENJO,58,193
2026-03-19,SERPONG,662,312
2026-03-19,SERPONG,944,398
2026-03-19,SERPONG,544,370
2026-03-19,SERPONG,264,178
2026-03-19,SERPONG,324,584
2026-03-19,SERPONG,446,556
2026-03-19,SERPONG,226,448
2026-03-19,SERPONG,89,145
2026-03-19,SUDIMARA,1268,606
2026-03-19,SUDIMARA,1832,927
2026-03-19,SUDIMARA,1037,715
2026-03-19,SUDIMARA,452,338
2026-03-19,SUDIMARA,793,1050
2026-03-19,SUDIMARA,932,1386
2026-03-19,SUDIMARA,479,692
2026-03-19,SUDIMARA,178,282
2026-03-19,RAWA BUNTU,1180,528
2026-03-19,RAWA BUNTU,1559,891
2026-03-19,RAWA BUNTU,964,634
2026-03-19,RAWA BUNTU,458,298
2026-03-19,RAWA BUNTU,609,883
2026-03-19,RAWA BUNTU,890,1106
2026-03-19,RAWA BUNTU,449,770
2026-03-19,RAWA BUNTU,195,323
2026-03-19,RANGKASBITUNG,1422,2161
2026-03-19,RANGKASBITUNG,1736,3176
2026-03-19,RANGKASBITUNG,1107,2451
2026-03-19,RANGKASBITUNG,448,953
2026-03-19,RANGKASBITUNG,810,3186
2026-03-19,RANGKASBITUNG,989,4190
2026-03-19,RANGKASBITUNG,387,2509
2026-03-19,RANGKASBITUNG,193,883
2026-03-19,PARUNGPANJANG,1518,755
2026-03-19,PARUNGPANJANG,1819,1306
2026-03-19,PARUNGPANJANG,993,1007
2026-03-19,PARUNGPANJANG,424,341
2026-03-19,PARUNGPANJANG,676,1351
2026-03-19,PARUNGPANJANG,789,1580
2026-03-19,PARUNGPANJANG,505,1100
2026-03-19,PARUNGPANJANG,208,336
2026-03-19,PALMERAH,1111,520
2026-03-19,PALMERAH,1440,816
2026-03-19,PALMERAH,766,676
2026-03-19,PALMERAH,376,273
2026-03-19,PALMERAH,595,879
2026-03-19,PALMERAH,674,1101
2026-03-19,PALMERAH,340,548
2026-03-19,PALMERAH,134,235
2026-03-19,PONDOKRANJI,970,432
2026-03-19,PONDOKRANJI,1043,665
2026-03-19,PONDOKRANJI,724,542
2026-03-19,PONDOKRANJI,270,181
2026-03-19,PONDOKRANJI,487,743
2026-03-19,PONDOKRANJI,618,725
2026-03-19,PONDOKRANJI,295,446
2026-03-19,PONDOKRANJI,109,227
2026-03-19,MAJA,495,294
2026-03-19,MAJA,530,506
2026-03-19,MAJA,343,371
2026-03-19,MAJA,147,159
2026-03-19,MAJA,260,679
2026-03-19,MAJA,301,595
2026-03-19,MAJA,163,384
2026-03-19,MAJA,59,166
2026-03-19,KEBAYORAN,1819,781
2026-03-19,KEBAYORAN,2066,934
2026-03-19,KEBAYORAN,1439,893
2026-03-19,KEBAYORAN,605,390
2026-03-19,KEBAYORAN,850,1309
2026-03-19,KEBAYORAN,1262,1314
2026-03-19,KEBAYORAN,673,986
2026-03-19,KEBAYORAN,242,329
2026-03-19,JATAKE,134,52
2026-03-19,JATAKE,170,85
2026-03-19,JATAKE,99,77
2026-03-19,JATAKE,47,30
2026-03-19,JATAKE,61,93
2026-03-19,JATAKE,75,109
2026-03-19,JATAKE,44,72
2026-03-19,JATAKE,17,31
2026-03-19,JURANGMANGU,1074,570
2026-03-19,JURANGMANGU,1442,727
2026-03-19,JURANGMANGU,757,714
2026-03-19,JURANGMANGU,391,268
2026-03-19,JURANGMANGU,580,1019
2026-03-19,JURANGMANGU,619,982
2026-03-19,JURANGMANGU,406,618
2026-03-19,JURANGMANGU,133,308
2026-03-19,DARU,487,197
2026-03-19,DARU,506,324
2026-03-19,DARU,337,300
2026-03-19,DARU,125,122
2026-03-19,DARU,264,382
2026-03-19,DARU,290,449
2026-03-19,DARU,158,249
2026-03-19,DARU,56,101
2026-03-19,CITERAS,159,124
2026-03-19,CITERAS,240,181
2026-03-19,CITERAS,129,138
2026-03-19,CITERAS,58,63
2026-03-19,CITERAS,109,239
2026-03-19,CITERAS,136,273
2026-03-19,CITERAS,66,167
2026-03-19,CITERAS,24,57
2026-03-19,CISAUK,1045,388
2026-03-19,CISAUK,1111,771
2026-03-19,CISAUK,753,542
2026-03-19,CISAUK,331,224
2026-03-19,CISAUK,483,858
2026-03-19,CISAUK,660,925
2026-03-19,CISAUK,279,654
2026-03-19,CISAUK,144,224
2026-03-19,CIKOYA,145,75
2026-03-19,CIKOYA,146,93
2026-03-19,CIKOYA,117,76
2026-03-19,CIKOYA,49,33
2026-03-19,CIKOYA,70,114
2026-03-19,CIKOYA,75,119
2026-03-19,CIKOYA,42,81
2026-03-19,CIKOYA,18,37
2026-03-19,CILEJIT,319,174
2026-03-19,CILEJIT,317,290
2026-03-19,CILEJIT,209,230
2026-03-19,CILEJIT,114,81
2026-03-19,CILEJIT,174,254
2026-03-19,CILEJIT,183,335
2026-03-19,CILEJIT,106,216
2026-03-19,CILEJIT,35,91
2026-03-19,CICAYUR,270,136
2026-03-19,CICAYUR,272,186
2026-03-19,CICAYUR,206,150
2026-03-19,CICAYUR,89,61
2026-03-19,CICAYUR,119,226
2026-03-19,CICAYUR,147,211
2026-03-19,CICAYUR,80,130
2026-03-19,CICAYUR,30,65
2026-03-18,TIGARAKSA,823,438
2026-03-18,TIGARAKSA,996,639
2026-03-18,TIGARAKSA,640,548
2026-03-18,TIGARAKSA,272,188
2026-03-18,TIGARAKSA,505,652
2026-03-18,TIGARAKSA,476,813
2026-03-18,TIGARAKSA,257,540
2026-03-18,TIGARAKSA,110,205
2026-03-18,TANAHABANG,8741,4549
2026-03-18,TANAHABANG,8623,5387
2026-03-18,TANAHABANG,7059,5032
2026-03-18,TANAHABANG,3071,2326
2026-03-18,TANAHABANG,4616,6933
2026-03-18,TANAHABANG,5034,7119
2026-03-18,TANAHABANG,3066,4544
2026-03-18,TANAHABANG,978,1760
2026-03-18,TENJO,584,429
2026-03-18,TENJO,913,765
2026-03-18,TENJO,531,628
2026-03-18,TENJO,221,255
2026-03-18,TENJO,409,850
2026-03-18,TENJO,483,905
2026-03-18,TENJO,210,591
2026-03-18,TENJO,79,255
2026-03-18,SERPONG,822,463
2026-03-18,SERPONG,1180,606
2026-03-18,SERPONG,796,445
2026-03-18,SERPONG,328,220
2026-03-18,SERPONG,479,813
2026-03-18,SERPONG,623,894
2026-03-18,SERPONG,298,469
2026-03-18,SERPONG,106,220
2026-03-18,SUDIMARA,2136,1002
2026-03-18,SUDIMARA,2557,1356
2026-03-18,SUDIMARA,1525,1266
2026-03-18,SUDIMARA,676,498
2026-03-18,SUDIMARA,1143,1528
2026-03-18,SUDIMARA,1266,1828
2026-03-18,SUDIMARA,575,1144
2026-03-18,SUDIMARA,308,500
2026-03-18,RAWA BUNTU,2038,842
2026-03-18,RAWA BUNTU,2768,1338
2026-03-18,RAWA BUNTU,1860,1015
2026-03-18,RAWA BUNTU,672,506
2026-03-18,RAWA BUNTU,1148,1816
2026-03-18,RAWA BUNTU,1430,2024
2026-03-18,RAWA BUNTU,766,1334
2026-03-18,RAWA BUNTU,296,411
2026-03-18,RANGKASBITUNG,1806,2483
2026-03-18,RANGKASBITUNG,2059,3168
2026-03-18,RANGKASBITUNG,1138,3043
2026-03-18,RANGKASBITUNG,494,1104
2026-03-18,RANGKASBITUNG,930,3839
2026-03-18,RANGKASBITUNG,1170,4845
2026-03-18,RANGKASBITUNG,504,2468
2026-03-18,RANGKASBITUNG,239,1012
2026-03-18,PARUNGPANJANG,1684,1107
2026-03-18,PARUNGPANJANG,2374,1334
2026-03-18,PARUNGPANJANG,1672,1370
2026-03-18,PARUNGPANJANG,572,445
2026-03-18,PARUNGPANJANG,987,1686
2026-03-18,PARUNGPANJANG,1295,2211
2026-03-18,PARUNGPANJANG,666,1114
2026-03-18,PARUNGPANJANG,267,580
2026-03-18,PALMERAH,1941,1048
2026-03-18,PALMERAH,2444,1527
2026-03-18,PALMERAH,1648,1297
2026-03-18,PALMERAH,585,519
2026-03-18,PALMERAH,929,1534
2026-03-18,PALMERAH,1233,2098
2026-03-18,PALMERAH,664,1093
2026-03-18,PALMERAH,238,545
2026-03-18,PONDOKRANJI,1168,524
2026-03-18,PONDOKRANJI,1471,773
2026-03-18,PONDOKRANJI,1151,659
2026-03-18,PONDOKRANJI,371,291
2026-03-18,PONDOKRANJI,699,1065
2026-03-18,PONDOKRANJI,789,1284
2026-03-18,PONDOKRANJI,364,735
2026-03-18,PONDOKRANJI,185,317
2026-03-18,MAJA,695,456
2026-03-18,MAJA,689,636
2026-03-18,MAJA,563,472
2026-03-18,MAJA,240,191
2026-03-18,MAJA,307,734
2026-03-18,MAJA,449,894
2026-03-18,MAJA,198,464
2026-03-18,MAJA,77,195
2026-03-18,KEBAYORAN,2765,1133
2026-03-18,KEBAYORAN,2976,1619
2026-03-18,KEBAYORAN,1991,1468
2026-03-18,KEBAYORAN,745,552
2026-03-18,KEBAYORAN,1373,1809
2026-03-18,KEBAYORAN,1448,2193
2026-03-18,KEBAYORAN,763,1461
2026-03-18,KEBAYORAN,294,622
2026-03-18,JATAKE,187,84
2026-03-18,JATAKE,180,106
2026-03-18,JATAKE,117,106
2026-03-18,JATAKE,53,35
2026-03-18,JATAKE,91,125
2026-03-18,JATAKE,114,173
2026-03-18,JATAKE,51,88
2026-03-18,JATAKE,23,40
2026-03-18,JURANGMANGU,1633,678
2026-03-18,JURANGMANGU,1965,1292
2026-03-18,JURANGMANGU,1038,837
2026-03-18,JURANGMANGU,508,388
2026-03-18,JURANGMANGU,796,1389
2026-03-18,JURANGMANGU,1001,1515
2026-03-18,JURANGMANGU,498,866
2026-03-18,JURANGMANGU,228,397
2026-03-18,DARU,586,270
2026-03-18,DARU,801,470
2026-03-18,DARU,509,393
2026-03-18,DARU,212,156
2026-03-18,DARU,333,473
2026-03-18,DARU,358,646
2026-03-18,DARU,209,359
2026-03-18,DARU,75,147
2026-03-18,CITERAS,284,168
2026-03-18,CITERAS,319,224
2026-03-18,CITERAS,192,198
2026-03-18,CITERAS,90,72
2026-03-18,CITERAS,152,300
2026-03-18,CITERAS,195,303
2026-03-18,CITERAS,89,173
2026-03-18,CITERAS,38,75
2026-03-18,CISAUK,1644,642
2026-03-18,CISAUK,1921,1246
2026-03-18,CISAUK,1324,985
2026-03-18,CISAUK,476,327
2026-03-18,CISAUK,833,1092
2026-03-18,CISAUK,1093,1619
2026-03-18,CISAUK,461,853
2026-03-18,CISAUK,199,374
2026-03-18,CIKOYA,188,86
2026-03-18,CIKOYA,245,126
2026-03-18,CIKOYA,124,106
2026-03-18,CIKOYA,66,52
2026-03-18,CIKOYA,100,170
2026-03-18,CIKOYA,103,213
2026-03-18,CIKOYA,55,104
2026-03-18,CIKOYA,24,50
2026-03-18,CILEJIT,391,220
2026-03-18,CILEJIT,471,326
2026-03-18,CILEJIT,320,317
2026-03-18,CILEJIT,158,109
2026-03-18,CILEJIT,214,388
2026-03-18,CILEJIT,271,531
2026-03-18,CILEJIT,158,289
2026-03-18,CILEJIT,51,135
2026-03-18,CICAYUR,319,158
2026-03-18,CICAYUR,457,277
2026-03-18,CICAYUR,277,199
2026-03-18,CICAYUR,117,96
2026-03-18,CICAYUR,218,303
2026-03-18,CICAYUR,276,367
2026-03-18,CICAYUR,133,216
2026-03-18,CICAYUR,42,79
2026-03-17,TIGARAKSA,954,460
2026-03-17,TIGARAKSA,1117,671
2026-03-17,TIGARAKSA,692,574
2026-03-17,TIGARAKSA,255,245
2026-03-17,TIGARAKSA,438,747
2026-03-17,TIGARAKSA,529,930
2026-03-17,TIGARAKSA,311,636
2026-03-17,TIGARAKSA,108,220
2026-03-17,TANAHABANG,9018,4964
2026-03-17,TANAHABANG,12662,6164
2026-03-17,TANAHABANG,6400,6486
2026-03-17,TANAHABANG,2891,2082
2026-03-17,TANAHABANG,5527,9148
2026-03-17,TANAHABANG,6511,8513
2026-03-17,TANAHABANG,3371,5125
2026-03-17,TANAHABANG,1135,2555
2026-03-17,TENJO,660,488
2026-03-17,TENJO,806,670
2026-03-17,TENJO,634,576
2026-03-17,TENJO,222,200
2026-03-17,TENJO,423,793
2026-03-17,TENJO,562,926
2026-03-17,TENJO,240,477
2026-03-17,TENJO,96,249
2026-03-17,SERPONG,1015,570
2026-03-17,SERPONG,1226,739
2026-03-17,SERPONG,922,582
2026-03-17,SERPONG,374,236
2026-03-17,SERPONG,492,890
2026-03-17,SERPONG,668,1010
2026-03-17,SERPONG,311,602
2026-03-17,SERPONG,123,247
2026-03-17,SUDIMARA,2567,1253
2026-03-17,SUDIMARA,3347,1869
2026-03-17,SUDIMARA,2352,1828
2026-03-17,SUDIMARA,837,586
2026-03-17,SUDIMARA,1503,2073
2026-03-17,SUDIMARA,1662,2482
2026-03-17,SUDIMARA,797,1596
2026-03-17,SUDIMARA,313,608
2026-03-17,RAWA BUNTU,2479,1416
2026-03-17,RAWA BUNTU,3666,1978
2026-03-17,RAWA BUNTU,2069,1545
2026-03-17,RAWA BUNTU,1055,614
2026-03-17,RAWA BUNTU,1505,2485
2026-03-17,RAWA BUNTU,2111,2958
2026-03-17,RAWA BUNTU,850,1794
2026-03-17,RAWA BUNTU,367,646
2026-03-17,RANGKASBITUNG,1797,1585
2026-03-17,RANGKASBITUNG,2269,3004
2026-03-17,RANGKASBITUNG,1378,1995
2026-03-17,RANGKASBITUNG,553,870
2026-03-17,RANGKASBITUNG,1002,2690
2026-03-17,RANGKASBITUNG,1047,3351
2026-03-17,RANGKASBITUNG,523,2176
2026-03-17,RANGKASBITUNG,224,959
2026-03-17,PARUNGPANJANG,1941,1038
2026-03-17,PARUNGPANJANG,2836,1723
2026-03-17,PARUNGPANJANG,1509,1427
2026-03-17,PARUNGPANJANG,672,602
2026-03-17,PARUNGPANJANG,1299,1930
2026-03-17,PARUNGPANJANG,1568,2269
2026-03-17,PARUNGPANJANG,650,1566
2026-03-17,PARUNGPANJANG,248,593
2026-03-17,PALMERAH,3197,1638
2026-03-17,PALMERAH,3630,2533
2026-03-17,PALMERAH,2429,2200
2026-03-17,PALMERAH,990,898
2026-03-17,PALMERAH,1485,2783
2026-03-17,PALMERAH,2022,2960
2026-03-17,PALMERAH,914,1920
2026-03-17,PALMERAH,351,723
2026-03-17,PONDOKRANJI,1463,842
2026-03-17,PONDOKRANJI,1625,979
2026-03-17,PONDOKRANJI,1135,987
2026-03-17,PONDOKRANJI,547,423
2026-03-17,PONDOKRANJI,861,1434
2026-03-17,PONDOKRANJI,1204,1709
2026-03-17,PONDOKRANJI,466,948
2026-03-17,PONDOKRANJI,229,391
2026-03-17,MAJA,673,405
2026-03-17,MAJA,849,576
2026-03-17,MAJA,592,550
2026-03-17,MAJA,235,213
2026-03-17,MAJA,313,625
2026-03-17,MAJA,442,890
2026-03-17,MAJA,240,448
2026-03-17,MAJA,90,219
2026-03-17,KEBAYORAN,3380,1278
2026-03-17,KEBAYORAN,3935,2384
2026-03-17,KEBAYORAN,2012,1979
2026-03-17,KEBAYORAN,1083,793
2026-03-17,KEBAYORAN,1655,2756
2026-03-17,KEBAYORAN,2026,3029
2026-03-17,KEBAYORAN,931,1772
2026-03-17,KEBAYORAN,395,747
2026-03-17,JATAKE,183,79
2026-03-17,JATAKE,209,134
2026-03-17,JATAKE,143,103
2026-03-17,JATAKE,68,47
2026-03-17,JATAKE,114,154
2026-03-17,JATAKE,148,189
2026-03-17,JATAKE,68,98
2026-03-17,JATAKE,26,39
2026-03-17,JURANGMANGU,1714,1140
2026-03-17,JURANGMANGU,2194,1446
2026-03-17,JURANGMANGU,1427,1370
2026-03-17,JURANGMANGU,750,456
2026-03-17,JURANGMANGU,1020,1561
2026-03-17,JURANGMANGU,1382,2171
2026-03-17,JURANGMANGU,726,1069
2026-03-17,JURANGMANGU,256,571
2026-03-17,DARU,604,337
2026-03-17,DARU,881,545
2026-03-17,DARU,486,400
2026-03-17,DARU,207,179
2026-03-17,DARU,401,601
2026-03-17,DARU,467,698
2026-03-17,DARU,197,379
2026-03-17,DARU,91,182
2026-03-17,CITERAS,264,131
2026-03-17,CITERAS,274,247
2026-03-17,CITERAS,211,184
2026-03-17,CITERAS,83,79
2026-03-17,CITERAS,134,263
2026-03-17,CITERAS,161,308
2026-03-17,CITERAS,84,205
2026-03-17,CITERAS,31,68
2026-03-17,CISAUK,2102,985
2026-03-17,CISAUK,2631,1516
2026-03-17,CISAUK,1333,1309
2026-03-17,CISAUK,700,436
2026-03-17,CISAUK,989,1894
2026-03-17,CISAUK,1148,1801
2026-03-17,CISAUK,607,1073
2026-03-17,CISAUK,251,488
2026-03-17,CIKOYA,200,97
2026-03-17,CIKOYA,233,145
2026-03-17,CIKOYA,163,119
2026-03-17,CIKOYA,69,59
2026-03-17,CIKOYA,116,177
2026-03-17,CIKOYA,138,212
2026-03-17,CIKOYA,57,153
2026-03-17,CIKOYA,29,52
2026-03-17,CILEJIT,456,240
2026-03-17,CILEJIT,460,353
2026-03-17,CILEJIT,369,278
2026-03-17,CILEJIT,137,122
2026-03-17,CILEJIT,207,440
2026-03-17,CILEJIT,261,472
2026-03-17,CILEJIT,136,305
2026-03-17,CILEJIT,66,112
2026-03-17,CICAYUR,458,218
2026-03-17,CICAYUR,521,337
2026-03-17,CICAYUR,349,289
2026-03-17,CICAYUR,160,109
2026-03-17,CICAYUR,219,345
2026-03-17,CICAYUR,261,383
2026-03-17,CICAYUR,161,281
2026-03-17,CICAYUR,54,100
2026-03-16,TIGARAKSA,848,503
2026-03-16,TIGARAKSA,1211,787
2026-03-16,TIGARAKSA,767,541
2026-03-16,TIGARAKSA,297,224
2026-03-16,TIGARAKSA,546,830
2026-03-16,TIGARAKSA,600,790
2026-03-16,TIGARAKSA,295,591
2026-03-16,TIGARAKSA,132,229
2026-03-16,TANAHABANG,11341,6441
2026-03-16,TANAHABANG,13788,9446
2026-03-16,TANAHABANG,9429,6581
2026-03-16,TANAHABANG,3853,2999
2026-03-16,TANAHABANG,5664,9536
2026-03-16,TANAHABANG,6411,11792
2026-03-16,TANAHABANG,3483,6215
2026-03-16,TANAHABANG,1430,2958
2026-03-16,TENJO,776,417
2026-03-16,TENJO,1066,601
2026-03-16,TENJO,651,591
2026-03-16,TENJO,227,235
2026-03-16,TENJO,383,806
2026-03-16,TENJO,591,820
2026-03-16,TENJO,237,498
2026-03-16,TENJO,96,192
2026-03-16,SERPONG,1060,503
2026-03-16,SERPONG,1335,932
2026-03-16,SERPONG,934,700
2026-03-16,SERPONG,318,290
2026-03-16,SERPONG,620,942
2026-03-16,SERPONG,689,1219
2026-03-16,SERPONG,385,665
2026-03-16,SERPONG,141,265
2026-03-16,SUDIMARA,2651,1323
2026-03-16,SUDIMARA,3448,2125
2026-03-16,SUDIMARA,2056,1699
2026-03-16,SUDIMARA,952,662
2026-03-16,SUDIMARA,1407,2214
2026-03-16,SUDIMARA,1825,2700
2026-03-16,SUDIMARA,942,1632
2026-03-16,SUDIMARA,430,659
2026-03-16,RAWA BUNTU,3226,1593
2026-03-16,RAWA BUNTU,4000,2199
2026-03-16,RAWA BUNTU,2198,1755
2026-03-16,RAWA BUNTU,1148,899
2026-03-16,RAWA BUNTU,1544,2705
2026-03-16,RAWA BUNTU,1959,3312
2026-03-16,RAWA BUNTU,932,2133
2026-03-16,RAWA BUNTU,469,881
2026-03-16,RANGKASBITUNG,2330,1236
2026-03-16,RANGKASBITUNG,2695,1982
2026-03-16,RANGKASBITUNG,1887,1744
2026-03-16,RANGKASBITUNG,671,771
2026-03-16,RANGKASBITUNG,1179,2271
2026-03-16,RANGKASBITUNG,1457,2599
2026-03-16,RANGKASBITUNG,765,1615
2026-03-16,RANGKASBITUNG,270,720
