tanggal,nama_stasiun,penumpang_berangkat_komuter,penumpang_datang_komuter
2024-05-08 16:00,DARU,279,559
2024-05-08 17:00,DARU,368,579
2024-05-08 18:00,DARU,208,331
2024-05-08 19:00,DARU,75,152
2024-05-09 06:00,DARU,412,285
2024-05-09 07:00,DARU,536,403
2024-05-09 08:00,DARU,427,342
2024-05-09 09:00,DARU,176,112
2024-05-09 16:00,DARU,252,458
2024-05-09 17:00,DARU,333,454
2024-05-09 18:00,DARU,165,287
2024-05-09 19:00,DARU,55,127
2024-05-10 06:00,DARU,466,245
2024-05-10 07:00,DARU,575,331
2024-05-10 08:00,DARU,331,241
2024-05-10 09:00,DARU,156,99
2024-05-10 16:00,DARU,256,333
2024-05-10 17:00,DARU,287,465
2024-05-10 18:00,DARU,166,256
2024-05-10 19:00,DARU,55,122
2024-05-14 06:00,DARU,218,118
2024-05-14 07:00,DARU,222,158
2024-05-14 08:00,DARU,141,119
2024-05-14 09:00,DARU,62,51
2024-05-14 16:00,DARU,124,184
2024-05-14 17:00,DARU,143,242
2024-05-14 18:00,DARU,62,120
2024-05-14 19:00,DARU,25,60
2024-08-19 06:00,DARU,614,285
2024-08-19 07:00,DARU,769,400
2024-08-19 08:00,DARU,431,369
2024-08-19 09:00,DARU,212,134
2024-08-19 16:00,DARU,285,503
2024-08-19 17:00,DARU,347,622
2024-08-19 18:00,DARU,199,363
2024-08-19 19:00,DARU,87,155
2024-10-24 06:00,DARU,401,59
2024-10-24 07:00,DARU,510,99
2024-10-24 08:00,DARU,383,75
2024-10-24 09:00,DARU,164,29
2024-10-24 16:00,DARU,261,91
2024-10-24 17:00,DARU,266,130
2024-10-24 18:00,DARU,132,79
2024-10-24 19:00,DARU,64,32
2024-11-01 06:00,DARU,618,325
2024-11-01 07:00,DARU,757,496
2024-11-01 08:00,DARU,452,406
2024-11-01 09:00,DARU,211,149
2024-11-01 16:00,DARU,318,523
2024-11-01 17:00,DARU,330,735
2024-11-01 18:00,DARU,167,427
2024-11-01 19:00,DARU,73,178
2024-11-02 06:00,DARU,591,280
2024-11-02 07:00,DARU,650,403
2024-11-02 08:00,DARU,428,415
2024-11-02 09:00,DARU,168,171
2024-11-02 16:00,DARU,252,471
2024-11-02 17:00,DARU,313,585
2024-11-02 18:00,DARU,180,345
2024-11-02 19:00,DARU,84,180
2024-11-03 06:00,DARU,527,275
2024-11-03 07:00,DARU,709,437
2024-11-03 08:00,DARU,377,366
2024-11-03 09:00,DARU,161,132
2024-11-03 16:00,DARU,282,502
2024-11-03 17:00,DARU,313,470
2024-11-03 18:00,DARU,194,370
2024-11-03 19:00,DARU,70,141
2024-11-04 06:00,DARU,668,303
2024-11-04 07:00,DARU,698,455
2024-11-04 08:00,DARU,569,420
2024-11-04 09:00,DARU,207,140
2024-11-04 16:00,DARU,373,555
2024-11-04 17:00,DARU,406,538
2024-11-04 18:00,DARU,225,360
2024-11-04 19:00,DARU,86,156
2024-11-05 06:00,DARU,607,295
2024-11-05 07:00,DARU,714,383
2024-11-05 08:00,DARU,481,331
2024-11-05 09:00,DARU,185,146
2024-11-05 16:00,DARU,322,548
2024-11-05 17:00,DARU,405,513
2024-11-05 18:00,DARU,184,341
2024-11-05 19:00,DARU,74,152
2024-11-06 06:00,DARU,395,282
2024-11-06 07:00,DARU,583,451
2024-11-06 08:00,DARU,372,389
2024-11-06 09:00,DARU,141,152
2024-11-06 16:00,DARU,202,427
2024-11-06 17:00,DARU,276,512
2024-11-06 18:00,DARU,146,318
2024-11-06 19:00,DARU,66,156
2024-11-07 06:00,DARU,485,306
2024-11-07 07:00,DARU,578,403
2024-11-07 08:00,DARU,339,322
2024-11-07 09:00,DARU,147,152
2024-11-07 16:00,DARU,226,460
2024-11-07 17:00,DARU,283,486
2024-11-07 18:00,DARU,151,345
2024-11-07 19:00,DARU,63,158
2024-11-08 06:00,DARU,467,313
2024-11-08 07:00,DARU,721,424
2024-11-08 08:00,DARU,462,291
2024-11-08 09:00,DARU,200,134
2024-11-08 16:00,DARU,315,460
2024-11-08 17:00,DARU,381,532
2024-11-08 18:00,DARU,168,386
2024-11-08 19:00,DARU,74,150
2024-11-09 06:00,DARU,520,332
2024-11-09 07:00,DARU,660,386
2024-11-09 08:00,DARU,443,315
2024-11-09 09:00,DARU,188,140
2024-11-09 16:00,DARU,282,555
2024-11-09 17:00,DARU,356,620
2024-11-09 18:00,DARU,191,355
2024-11-09 19:00,DARU,69,133
2024-11-10 06:00,DARU,441,210
2024-11-10 07:00,DARU,556,333
2024-11-10 08:00,DARU,395,280
2024-11-10 09:00,DARU,139,117
2024-11-10 16:00,DARU,214,374
2024-11-10 17:00,DARU,322,469
2024-11-10 18:00,DARU,135,252
2024-11-10 19:00,DARU,59,126
2024-11-11 06:00,DARU,506,230
2024-11-11 07:00,DARU,616,425
2024-11-11 08:00,DARU,414,289
2024-11-11 09:00,DARU,180,136
2024-11-11 16:00,DARU,242,444
2024-11-11 17:00,DARU,389,456
2024-11-11 18:00,DARU,199,319
2024-11-11 19:00,DARU,71,142
2024-11-12 06:00,DARU,411,257
2024-11-12 07:00,DARU,608,359
2024-11-12 08:00,DARU,315,302
2024-11-12 09:00,DARU,138,122
2024-11-12 16:00,DARU,264,424
2024-11-12 17:00,DARU,320,423
2024-11-12 18:00,DARU,135,331
2024-11-12 19:00,DARU,53,112
2024-11-13 06:00,DARU,495,227
2024-11-13 07:00,DARU,552,315
2024-11-13 08:00,DARU,326,288
2024-11-13 09:00,DARU,152,131
2024-11-13 16:00,DARU,238,353
2024-11-13 17:00,DARU,280,424
2024-11-13 18:00,DARU,135,287
2024-11-13 19:00,DARU,55,107
2024-11-14 06:00,DARU,486,237
2024-11-14 07:00,DARU,475,324
2024-11-14 08:00,DARU,373,323
2024-11-14 09:00,DARU,150,113
2024-11-14 16:00,DARU,245,458
2024-11-14 17:00,DARU,256,513
2024-11-14 18:00,DARU,157,278
2024-11-14 19:00,DARU,53,118
2024-11-15 06:00,DARU,428,222
2024-11-15 07:00,DARU,626,372
2024-11-15 08:00,DARU,365,276
2024-11-15 09:00,DARU,153,133
2024-11-15 16:00,DARU,227,418
2024-11-15 17:00,DARU,277,475
2024-11-15 18:00,DARU,170,286
2024-11-15 19:00,DARU,53,126
2024-11-16 06:00,DARU,757,298
2024-11-16 07:00,DARU,924,405
2024-11-16 08:00,DARU,563,350
2024-11-16 09:00,DARU,226,151
2024-11-16 16:00,DARU,393,482
2024-11-16 17:00,DARU,434,660
2024-11-16 18:00,DARU,239,354
2024-11-16 19:00,DARU,91,167
2024-11-17 06:00,DARU,354,214
2024-11-17 07:00,DARU,470,351
2024-11-17 08:00,DARU,355,282
2024-11-17 09:00,DARU,131,111
2024-11-17 16:00,DARU,227,355
2024-11-17 17:00,DARU,303,490
2024-11-17 18:00,DARU,129,291
2024-11-17 19:00,DARU,54,106
2024-11-18 06:00,DARU,472,220
2024-11-18 07:00,DARU,660,378
2024-11-18 08:00,DARU,384,316
2024-11-18 09:00,DARU,173,109
2024-11-18 16:00,DARU,235,452
2024-11-18 17:00,DARU,356,539
2024-11-18 18:00,DARU,139,297
2024-11-18 19:00,DARU,69,120
2024-11-19 06:00,DARU,485,200
2024-11-19 07:00,DARU,466,295
2024-11-19 08:00,DARU,352,266
2024-11-19 09:00,DARU,169,98
2024-11-19 16:00,DARU,239,446
2024-11-19 17:00,DARU,304,399
2024-11-19 18:00,DARU,143,291
2024-11-19 19:00,DARU,52,128
2024-11-20 06:00,DARU,440,229
2024-11-20 07:00,DARU,517,369
2024-11-20 08:00,DARU,354,283
2024-11-20 09:00,DARU,159,120
2024-11-20 16:00,DARU,197,354
2024-11-20 17:00,DARU,265,368
2024-11-20 18:00,DARU,160,255
2024-11-20 19:00,DARU,55,95
2024-11-21 06:00,DARU,520,264
2024-11-21 07:00,DARU,556,390
2024-11-21 08:00,DARU,393,315
2024-11-21 09:00,DARU,136,128
2024-11-21 16:00,DARU,247,449
2024-11-21 17:00,DARU,306,547
2024-11-21 18:00,DARU,157,307
2024-11-21 19:00,DARU,67,116
2024-11-22 06:00,DARU,487,270
2024-11-22 07:00,DARU,635,370
2024-11-22 08:00,DARU,435,367
2024-11-22 09:00,DARU,176,136
2024-11-22 16:00,DARU,258,529
2024-11-22 17:00,DARU,370,536
2024-11-22 18:00,DARU,180,320
2024-11-22 19:00,DARU,60,123
2024-11-23 06:00,DARU,410,272
2024-11-23 07:00,DARU,583,393
2024-11-23 08:00,DARU,378,297
2024-11-23 09:00,DARU,169,117
2024-11-23 16:00,DARU,260,466
2024-11-23 17:00,DARU,283,547
2024-11-23 18:00,DARU,169,331
2024-11-23 19:00,DARU,60,121
2024-11-24 06:00,DARU,416,209
2024-11-24 07:00,DARU,494,257
2024-11-24 08:00,DARU,339,205
2024-11-24 09:00,DARU,148,107
2024-11-24 16:00,DARU,222,372
2024-11-24 17:00,DARU,236,350
2024-11-24 18:00,DARU,127,258
2024-11-24 19:00,DARU,54,91
2024-11-25 06:00,DARU,529,303
2024-11-25 07:00,DARU,605,396
2024-11-25 08:00,DARU,435,308
2024-11-25 09:00,DARU,177,138
2024-11-25 16:00,DARU,307,488
2024-11-25 17:00,DARU,420,620
2024-11-25 18:00,DARU,174,303
2024-11-25 19:00,DARU,74,141
2024-11-26 06:00,DARU,467,258
2024-11-26 07:00,DARU,647,391
2024-11-26 08:00,DARU,406,294
2024-11-26 09:00,DARU,193,113
2024-11-26 16:00,DARU,273,363
2024-11-26 17:00,DARU,359,536
2024-11-26 18:00,DARU,152,314
2024-11-26 19:00,DARU,78,121
2024-11-27 06:00,DARU,333,221
2024-11-27 07:00,DARU,368,264
2024-11-27 08:00,DARU,315,226
2024-11-27 09:00,DARU,129,91
2024-11-27 16:00,DARU,206,356
2024-11-27 17:00,DARU,233,388
2024-11-27 18:00,DARU,106,213
2024-11-27 19:00,DARU,50,106
2024-11-28 06:00,DARU,583,303
2024-11-28 07:00,DARU,732,439
2024-11-28 08:00,DARU,489,304
2024-11-28 09:00,DARU,195,145
2024-11-28 16:00,DARU,261,531
2024-11-28 17:00,DARU,310,529
2024-11-28 18:00,DARU,156,340
2024-11-28 19:00,DARU,71,140
2024-11-29 06:00,DARU,569,295
2024-11-29 07:00,DARU,675,360
2024-11-29 08:00,DARU,411,373
2024-11-29 09:00,DARU,184,144
2024-11-29 16:00,DARU,258,452
2024-11-29 17:00,DARU,399,603
2024-11-29 18:00,DARU,158,346
2024-11-29 19:00,DARU,70,134
2024-11-30 06:00,DARU,533,310
2024-11-30 07:00,DARU,736,496
2024-11-30 08:00,DARU,479,394
2024-11-30 09:00,DARU,153,146
2024-11-30 16:00,DARU,288,573
2024-11-30 17:00,DARU,404,586
2024-11-30 18:00,DARU,169,353
2024-11-30 19:00,DARU,73,139
2024-12-01 06:00,DARU,574,247
2024-12-01 07:00,DARU,703,335
2024-12-01 08:00,DARU,370,317
2024-12-01 09:00,DARU,189,121
2024-12-01 16:00,DARU,300,432
2024-12-01 17:00,DARU,376,472
2024-12-01 18:00,DARU,169,295
2024-12-01 19:00,DARU,62,123
2024-12-02 06:00,DARU,553,296
2024-12-02 07:00,DARU,750,391
2024-12-02 08:00,DARU,534,389
2024-12-02 09:00,DARU,218,140
2024-12-02 16:00,DARU,302,450
2024-12-02 17:00,DARU,331,566
2024-12-02 18:00,DARU,197,354
2024-12-02 19:00,DARU,79,121
2024-12-03 06:00,DARU,557,240
2024-12-03 07:00,DARU,635,361
2024-12-03 08:00,DARU,361,349
2024-12-03 09:00,DARU,157,128
2024-12-03 16:00,DARU,313,402
2024-12-03 17:00,DARU,342,483
2024-12-03 18:00,DARU,154,306
2024-12-03 19:00,DARU,70,108
2024-12-04 06:00,DARU,294,16
2024-12-04 07:00,DARU,396,28
2024-12-04 08:00,DARU,205,24
2024-12-04 09:00,DARU,94,8
2024-12-04 16:00,DARU,146,32
2024-12-04 17:00,DARU,172,31
2024-12-04 18:00,DARU,102,26
2024-12-04 19:00,DARU,39,9
2024-12-18 06:00,DARU,666,282
2024-12-18 07:00,DARU,650,514
2024-12-18 08:00,DARU,491,331
2024-12-18 09:00,DARU,206,167
2024-12-18 16:00,DARU,292,516
2024-12-18 17:00,DARU,356,635
2024-12-18 18:00,DARU,205,332
2024-12-18 19:00,DARU,82,160
2024-12-19 06:00,DARU,481,297
2024-12-19 07:00,DARU,693,429
2024-12-19 08:00,DARU,501,347
2024-12-19 09:00,DARU,162,154
2024-12-19 16:00,DARU,307,587
2024-12-19 17:00,DARU,342,566
2024-12-19 18:00,DARU,184,405
2024-12-19 19:00,DARU,73,158
2024-12-20 06:00,DARU,512,293
2024-12-20 07:00,DARU,614,513
2024-12-20 08:00,DARU,412,368
2024-12-20 09:00,DARU,166,170
2024-12-20 16:00,DARU,316,601
2024-12-20 17:00,DARU,328,544
2024-12-20 18:00,DARU,183,391
2024-12-20 19:00,DARU,72,160
2024-12-21 06:00,DARU,524,326
2024-12-21 07:00,DARU,678,476
2024-12-21 08:00,DARU,476,343
2024-12-21 09:00,DARU,219,172
2024-12-21 16:00,DARU,306,561
2024-12-21 17:00,DARU,334,632
2024-12-21 18:00,DARU,190,381
2024-12-21 19:00,DARU,85,143
2024-12-22 06:00,DARU,482,300
2024-12-22 07:00,DARU,676,383
2024-12-22 08:00,DARU,433,350
2024-12-22 09:00,DARU,192,147
2024-12-22 16:00,DARU,313,505
2024-12-22 17:00,DARU,390,634
2024-12-22 18:00,DARU,195,407
2024-12-22 19:00,DARU,71,143
2024-12-23 06:00,DARU,709,313
2024-12-23 07:00,DARU,691,542
2024-12-23 08:00,DARU,509,363
2024-12-23 09:00,DARU,228,182
2024-12-23 16:00,DARU,388,581
2024-12-23 17:00,DARU,384,691
2024-12-23 18:00,DARU,226,373
2024-12-23 19:00,DARU,98,143
2024-12-24 06:00,DARU,582,285
2024-12-24 07:00,DARU,815,419
2024-12-24 08:00,DARU,473,450
2024-12-24 09:00,DARU,187,143
2024-12-24 16:00,DARU,286,552
2024-12-24 17:00,DARU,394,691
2024-12-24 18:00,DARU,186,430
2024-12-24 19:00,DARU,93,180
2024-12-25 06:00,DARU,541,320
2024-12-25 07:00,DARU,716,433
2024-12-25 08:00,DARU,388,398
2024-12-25 09:00,DARU,191,124
2024-12-25 16:00,DARU,314,475
2024-12-25 17:00,DARU,328,539
2024-12-25 18:00,DARU,164,355
2024-12-25 19:00,DARU,71,138
2024-12-26 06:00,DARU,550,298
2024-12-26 07:00,DARU,577,473
2024-12-26 08:00,DARU,481,369
2024-12-26 09:00,DARU,184,158
2024-12-26 16:00,DARU,256,425
2024-12-26 17:00,DARU,411,596
2024-12-26 18:00,DARU,175,357
2024-12-26 19:00,DARU,76,140
2024-12-27 06:00,DARU,611,357
2024-12-27 07:00,DARU,817,534
2024-12-27 08:00,DARU,482,368
2024-12-27 09:00,DARU,201,161
2024-12-27 16:00,DARU,299,566
2024-12-27 17:00,DARU,410,698
2024-12-27 18:00,DARU,182,412
2024-12-27 19:00,DARU,78,138
2024-12-28 06:00,DARU,593,292
2024-12-28 07:00,DARU,712,440
2024-12-28 08:00,DARU,566,371
2024-12-28 09:00,DARU,229,189
2024-12-28 16:00,DARU,331,511
2024-12-28 17:00,DARU,430,620
2024-12-28 18:00,DARU,189,429
2024-12-28 19:00,DARU,80,180
2024-12-29 06:00,DARU,583,315
2024-12-29 07:00,DARU,591,395
2024-12-29 08:00,DARU,463,399
2024-12-29 09:00,DARU,207,151
2024-12-29 16:00,DARU,310,521
2024-12-29 17:00,DARU,346,589
2024-12-29 18:00,DARU,189,345
2024-12-29 19:00,DARU,85,157
2024-12-30 06:00,DARU,577,379
2024-12-30 07:00,DARU,729,454
2024-12-30 08:00,DARU,600,406
2024-12-30 09:00,DARU,241,155
2024-12-30 16:00,DARU,392,636
2024-12-30 17:00,DARU,443,702
2024-12-30 18:00,DARU,251,407
2024-12-30 19:00,DARU,88,176
2024-12-31 06:00,DARU,673,458
2024-12-31 07:00,DARU,720,586
2024-12-31 08:00,DARU,593,493
2024-12-31 09:00,DARU,215,196
2024-12-31 16:00,DARU,414,714
2024-12-31 17:00,DARU,441,847
2024-12-31 18:00,DARU,240,512
2024-12-31 19:00,DARU,90,175
2025-01-01 06:00,DARU,651,309
2025-01-01 07:00,DARU,737,437
2025-01-01 08:00,DARU,465,429
2025-01-01 09:00,DARU,208,140
2025-01-01 16:00,DARU,289,508
2025-01-01 17:00,DARU,417,655
2025-01-01 18:00,DARU,187,387
2025-01-01 19:00,DARU,73,136
2025-01-02 06:00,DARU,794,371
2025-01-02 07:00,DARU,932,481
2025-01-02 08:00,DARU,542,436
2025-01-02 09:00,DARU,250,179
2025-01-02 16:00,DARU,388,557
2025-01-02 17:00,DARU,474,778
2025-01-02 18:00,DARU,239,403
2025-01-02 19:00,DARU,93,191
2025-01-03 06:00,DARU,550,337
2025-01-03 07:00,DARU,845,476
2025-01-03 08:00,DARU,427,428
2025-01-03 09:00,DARU,178,149
2025-01-03 16:00,DARU,285,519
2025-01-03 17:00,DARU,456,705
2025-01-03 18:00,DARU,196,461
2025-01-03 19:00,DARU,87,162
2025-01-04 06:00,DARU,528,359
2025-01-04 07:00,DARU,701,473
2025-01-04 08:00,DARU,454,357
2025-01-04 09:00,DARU,217,150
2025-01-04 16:00,DARU,325,502
2025-01-04 17:00,DARU,420,644
2025-01-04 18:00,DARU,210,368
2025-01-04 19:00,DARU,75,148
2025-01-05 06:00,DARU,593,252
2025-01-05 07:00,DARU,705,382
2025-01-05 08:00,DARU,515,348
2025-01-05 09:00,DARU,168,123
2025-01-05 16:00,DARU,287,559
2025-01-05 17:00,DARU,338,621
2025-01-05 18:00,DARU,185,390
2025-01-05 19:00,DARU,84,164
2025-01-06 06:00,DARU,526,325
2025-01-06 07:00,DARU,631,422
2025-01-06 08:00,DARU,505,367
2025-01-06 09:00,DARU,205,170
2025-01-06 16:00,DARU,353,500
2025-01-06 17:00,DARU,415,515
2025-01-06 18:00,DARU,199,385
2025-01-06 19:00,DARU,86,167
2025-01-07 06:00,DARU,531,323
2025-01-07 07:00,DARU,715,377
2025-01-07 08:00,DARU,438,358
2025-01-07 09:00,DARU,181,127
2025-01-07 16:00,DARU,308,448
2025-01-07 17:00,DARU,426,639
2025-01-07 18:00,DARU,188,313
2025-01-07 19:00,DARU,77,148
2025-01-08 06:00,DARU,614,246
2025-01-08 07:00,DARU,698,432
2025-01-08 08:00,DARU,397,313
2025-01-08 09:00,DARU,194,135
2025-01-08 16:00,DARU,337,553
2025-01-08 17:00,DARU,374,589
2025-01-08 18:00,DARU,165,395
2025-01-08 19:00,DARU,72,142
2025-01-09 06:00,DARU,565,233
2025-01-09 07:00,DARU,608,425
2025-01-09 08:00,DARU,365,297
2025-01-09 09:00,DARU,171,138
2025-01-09 16:00,DARU,257,533
2025-01-09 17:00,DARU,318,549
2025-01-09 18:00,DARU,153,291
2025-01-09 19:00,DARU,66,138
2025-01-10 06:00,DARU,546,193
2025-01-10 07:00,DARU,567,303
2025-01-10 08:00,DARU,390,225
2025-01-10 09:00,DARU,189,99
2025-01-10 16:00,DARU,246,361
2025-01-10 17:00,DARU,368,423
2025-01-10 18:00,DARU,174,247
2025-01-10 19:00,DARU,73,104
2025-01-11 06:00,DARU,556,325
2025-01-11 07:00,DARU,589,399
2025-01-11 08:00,DARU,492,439
2025-01-11 09:00,DARU,197,149
2025-01-11 16:00,DARU,260,520
2025-01-11 17:00,DARU,388,591
2025-01-11 18:00,DARU,198,408
2025-01-11 19:00,DARU,75,175
2025-01-12 06:00,DARU,577,278
2025-01-12 07:00,DARU,563,444
2025-01-12 08:00,DARU,379,315
2025-01-12 09:00,DARU,189,119
2025-01-12 16:00,DARU,287,452
2025-01-12 17:00,DARU,357,596
2025-01-12 18:00,DARU,188,307
2025-01-12 19:00,DARU,60,149
2025-01-13 06:00,DARU,623,264
2025-01-13 07:00,DARU,756,378
2025-01-13 08:00,DARU,440,380
2025-01-13 09:00,DARU,196,138
2025-01-13 16:00,DARU,339,568
2025-01-13 17:00,DARU,426,578
2025-01-13 18:00,DARU,212,387
2025-01-13 19:00,DARU,88,138
2025-01-14 06:00,DARU,464,290
2025-01-14 07:00,DARU,558,408
2025-01-14 08:00,DARU,386,327
2025-01-14 09:00,DARU,173,154
2025-01-14 16:00,DARU,295,434
2025-01-14 17:00,DARU,389,551
2025-01-14 18:00,DARU,159,347
2025-01-14 19:00,DARU,63,132
2025-01-15 06:00,DARU,578,278
2025-01-15 07:00,DARU,631,366
2025-01-15 08:00,DARU,396,380
2025-01-15 09:00,DARU,168,137
2025-01-15 16:00,DARU,282,398
2025-01-15 17:00,DARU,400,466
2025-01-15 18:00,DARU,185,363
2025-01-15 19:00,DARU,76,145
2025-01-16 06:00,DARU,582,272
2025-01-16 07:00,DARU,729,466
2025-01-16 08:00,DARU,426,344
2025-01-16 09:00,DARU,180,129
2025-01-16 16:00,DARU,256,449
2025-01-16 17:00,DARU,399,560
2025-01-16 18:00,DARU,200,371
2025-01-16 19:00,DARU,69,125
2025-01-17 06:00,DARU,505,138
2025-01-17 07:00,DARU,655,198
2025-01-17 08:00,DARU,428,154
2025-01-17 09:00,DARU,149,57
2025-01-17 16:00,DARU,270,202
2025-01-17 17:00,DARU,358,235
2025-01-17 18:00,DARU,146,166
2025-01-17 19:00,DARU,70,57
2025-01-18 06:00,DARU,567,291
2025-01-18 07:00,DARU,626,505
2025-01-18 08:00,DARU,355,417
2025-01-18 09:00,DARU,175,135
2025-01-18 16:00,DARU,277,584
2025-01-18 17:00,DARU,360,647
2025-01-18 18:00,DARU,148,340
2025-01-18 19:00,DARU,67,154
2025-01-19 06:00,DARU,461,169
2025-01-19 07:00,DARU,459,233
2025-01-19 08:00,DARU,282,186
2025-01-19 09:00,DARU,139,77
2025-01-19 16:00,DARU,240,308
2025-01-19 17:00,DARU,301,334
2025-01-19 18:00,DARU,139,215
2025-01-19 19:00,DARU,62,93
2025-01-20 06:00,DARU,495,258
2025-01-20 07:00,DARU,534,402
2025-01-20 08:00,DARU,441,278
2025-01-20 09:00,DARU,167,126
2025-01-20 16:00,DARU,284,372
2025-01-20 17:00,DARU,286,431
2025-01-20 18:00,DARU,144,332
2025-01-20 19:00,DARU,57,130
2025-01-21 06:00,DARU,416,221
2025-01-21 07:00,DARU,386,443
2025-01-21 08:00,DARU,315,287
2025-01-21 09:00,DARU,118,147
2025-01-21 16:00,DARU,183,485
2025-01-21 17:00,DARU,230,499
2025-01-21 18:00,DARU,139,276
2025-01-21 19:00,DARU,47,128
2025-01-22 06:00,DARU,338,110
2025-01-22 07:00,DARU,380,184
2025-01-22 08:00,DARU,223,154
2025-01-22 09:00,DARU,123,60
2025-01-22 16:00,DARU,178,211
2025-01-22 17:00,DARU,191,241
2025-01-22 18:00,DARU,108,151
2025-01-22 19:00,DARU,45,73
2025-01-23 06:00,DARU,475,289
2025-01-23 07:00,DARU,557,346
2025-01-23 08:00,DARU,389,337
2025-01-23 09:00,DARU,157,145
2025-01-23 16:00,DARU,250,474
2025-01-23 17:00,DARU,383,500
2025-01-23 18:00,DARU,186,315
2025-01-23 19:00,DARU,67,149
2025-01-24 06:00,DARU,523,298
2025-01-24 07:00,DARU,604,391
2025-01-24 08:00,DARU,388,340
2025-01-24 09:00,DARU,177,116
2025-01-24 16:00,DARU,291,416
2025-01-24 17:00,DARU,404,544
2025-01-24 18:00,DARU,194,374
2025-01-24 19:00,DARU,64,130
2025-01-25 06:00,DARU,466,272
2025-01-25 07:00,DARU,561,468
2025-01-25 08:00,DARU,428,341
2025-01-25 09:00,DARU,168,145
2025-01-25 16:00,DARU,272,573
2025-01-25 17:00,DARU,383,598
2025-01-25 18:00,DARU,197,383
2025-01-25 19:00,DARU,73,140
2025-01-26 06:00,DARU,501,315
2025-01-26 07:00,DARU,747,469
2025-01-26 08:00,DARU,377,329
2025-01-26 09:00,DARU,179,158
2025-01-26 16:00,DARU,261,554
2025-01-26 17:00,DARU,369,637
2025-01-26 18:00,DARU,185,379
2025-01-26 19:00,DARU,67,157
2025-01-27 06:00,DARU,724,364
2025-01-27 07:00,DARU,676,510
2025-01-27 08:00,DARU,602,420
2025-01-27 09:00,DARU,197,182
2025-01-27 16:00,DARU,325,495
2025-01-27 17:00,DARU,428,576
2025-01-27 18:00,DARU,193,405
2025-01-27 19:00,DARU,90,184
2025-01-28 06:00,DARU,564,301
2025-01-28 07:00,DARU,621,388
2025-01-28 08:00,DARU,437,362
2025-01-28 09:00,DARU,181,127
2025-01-28 16:00,DARU,272,471
2025-01-28 17:00,DARU,303,609
2025-01-28 18:00,DARU,178,367
2025-01-28 19:00,DARU,64,139
2025-01-29 06:00,DARU,535,229
2025-01-29 07:00,DARU,542,364
2025-01-29 08:00,DARU,366,323
2025-01-29 09:00,DARU,153,132
2025-01-29 16:00,DARU,252,394
2025-01-29 17:00,DARU,359,463
2025-01-29 18:00,DARU,161,272
2025-01-29 19:00,DARU,71,142
2025-01-30 06:00,DARU,532,238
2025-01-30 07:00,DARU,720,374
2025-01-30 08:00,DARU,471,377
2025-01-30 09:00,DARU,190,149
2025-01-30 16:00,DARU,272,528
2025-01-30 17:00,DARU,340,493
2025-01-30 18:00,DARU,206,341
2025-01-30 19:00,DARU,81,146
2025-01-31 06:00,DARU,529,241
2025-01-31 07:00,DARU,643,347
2025-01-31 08:00,DARU,369,347
2025-01-31 09:00,DARU,189,144
2025-01-31 16:00,DARU,256,511
2025-01-31 17:00,DARU,385,506
2025-01-31 18:00,DARU,153,303
2025-01-31 19:00,DARU,65,115
2025-02-01 06:00,DARU,525,321
2025-02-01 07:00,DARU,638,514
2025-02-01 08:00,DARU,417,320
2025-02-01 09:00,DARU,174,169
2025-02-01 16:00,DARU,247,482
2025-02-01 17:00,DARU,374,563
2025-02-01 18:00,DARU,190,366
2025-02-01 19:00,DARU,77,152
2025-02-02 06:00,DARU,454,259
2025-02-02 07:00,DARU,591,440
2025-02-02 08:00,DARU,430,364
2025-02-02 09:00,DARU,166,142
2025-02-02 16:00,DARU,240,405
2025-02-02 17:00,DARU,324,581
2025-02-02 18:00,DARU,175,326
2025-02-02 19:00,DARU,77,134
2025-02-03 06:00,DARU,568,206
2025-02-03 07:00,DARU,664,293
2025-02-03 08:00,DARU,428,194
2025-02-03 09:00,DARU,202,102
2025-02-03 16:00,DARU,287,315
2025-02-03 17:00,DARU,358,413
2025-02-03 18:00,DARU,205,194
2025-02-03 19:00,DARU,79,93
2025-02-04 06:00,DARU,445,236
2025-02-04 07:00,DARU,557,400
2025-02-04 08:00,DARU,354,334
2025-02-04 09:00,DARU,196,105
2025-02-04 16:00,DARU,295,426
2025-02-04 17:00,DARU,393,523
2025-02-04 18:00,DARU,183,338
2025-02-04 19:00,DARU,62,116
2025-02-05 06:00,DARU,590,245
2025-02-05 07:00,DARU,726,448
2025-02-05 08:00,DARU,420,331
2025-02-05 09:00,DARU,160,122
2025-02-05 16:00,DARU,279,536
2025-02-05 17:00,DARU,360,548
2025-02-05 18:00,DARU,169,312
2025-02-05 19:00,DARU,82,119
2025-02-06 06:00,DARU,505,306
2025-02-06 07:00,DARU,646,400
2025-02-06 08:00,DARU,491,366
2025-02-06 09:00,DARU,167,156
2025-02-06 16:00,DARU,255,489
2025-02-06 17:00,DARU,393,647
2025-02-06 18:00,DARU,172,315
2025-02-06 19:00,DARU,73,160
2025-02-07 06:00,DARU,558,295
2025-02-07 07:00,DARU,602,443
2025-02-07 08:00,DARU,474,345
2025-02-07 09:00,DARU,164,142
2025-02-07 16:00,DARU,273,497
2025-02-07 17:00,DARU,312,545
2025-02-07 18:00,DARU,195,347
2025-02-07 19:00,DARU,81,152
2025-02-08 06:00,DARU,527,284
2025-02-08 07:00,DARU,695,433
